day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,affiliations,keywords_tags,interest_area,registration_category,session_url,description
"Wednesday, 22 July 2026",1:30pm,2:00pm,"Slang in Action: Modern Shading for Graphics, Compute, and AI",Birds of a Feather,JW Marriott - Plaza 1,Shannon Woods,NVIDIA,Artificial Intelligence/Machine Learning; Graphics Systems Architecture; Hardware; Performance; Real-Time; Rendering,New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_122&sess=sess300,"Join the Khronos Group, the Slang project team, and the developer community for an interactive look at the latest advances shaping Slang and modern programmable graphics pipelines. Explore recent project updates, emerging capabilities, real world workflows, and opportunities spanning graphics, compute, AI, and next generation rendering. Bring your questions, share your experiences, and engage directly with the developers and community helping shape what comes next for Slang."
"Wednesday, 22 July 2026",1:45pm,3:15pm,Hands-on Course: Debugging USD composition,Course,Concourse Hall,Pallav Sharma; Nick Porcino; Joan Panis,Autodesk; Pixar Animation Studios,Animation; Games; Performance; Pipeline Tools and Work,Gaming & Interactive; Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_228&sess=sess260,"This hands-on course focuses on debugging USD composition in production. Participants gain practical experience authoring data across composition arcs and diagnosing issues in complex scenes. Building on USD in Production, the course emphasizes interactive use of modern debugging and visualization tools to understand how opinions, overrides, and data resolve."
"Wednesday, 22 July 2026",1:45pm,3:15pm,"NVIDIA Hands-On Lab: Blender, Oranges, and OVRTX (Not Your Typical Smoothie)",Industry Session,Room 502B,Max Bickley,NVIDIA,Generative AI; Physical AI; Pipeline Tools and Work; Real-Time; Rendering; Robotics; Simulation,New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_106&sess=sess504,"Blender is where many 3D ideas first take shape, and this course in the NVIDIA Physical AI Agent Bootcamp shows how to extend that familiar workspace with Omniverse libraries instead of moving the work somewhere else. Attendees will use AI agents to scaffold a Blender integration that connects ovrtx, ovphysx, and ovstage into a live creative workflow.
The session walks through bringing GPU-accelerated path-traced rendering into Blender’s viewport.. Along the way, attendees will see how Blender’s scene graph can connect to Omniverse-powered rendering and simulation services.
By the end, participants will have an RTX-rendered, physics-enabled scene running inside Blender, plus a clearer model for how composable Omniverse libraries can extend existing tools used by artists, technical directors, and simulation teams."
"Wednesday, 22 July 2026",2:00pm,3:30pm,4D Humans,Technical Paper,Room 403 A,,,Animation; Artificial Intelligence/Machine Learning; Geometry; Modeling; Rendering; Simulation,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Wednesday, 22 July 2026",2:00pm,3:00pm,Art in the Time of A.I.,Birds of a Feather,Room 510,Sunil Rampersad,LA ACM SIGGRAPH,Art; Artificial Intelligence/Machine Learning; Generative AI,Arts & Design,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_157&sess=sess354,"A discussion about ML/AI technology from an artist's perspective. Some of the issues that exist and where the new technology can help or hinder. Ultimately we will have to ask: what;s art, who;s an artist, and what's good/bad art? How does the use of ML/AI help or hinder the goal of making good art? Are we seeing an exciting new development in art or the downfall of creativity? Let's discuss: Not to convince others to think like we do but to learn from different points of view."
"Wednesday, 22 July 2026",2:00pm,2:10pm,BodyReLux: Temporally Consistent Full-Body Video Relighting,Technical Paper,Room 408 B,Li MA; Mingming He; Xueming Yu; David George; Ahmet Tasel; Paul Debevec; Julien Philip,Eyeline Labs; Netflix,Artificial Intelligence/Machine Learning; Lighting,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_881&sess=sess145,"BodyReLux is a video diffusion framework for relighting full-body human performances with photorealistic, temporally consistent results. Trained on video relighting pairs captured on large LED Sphere using digital bi-pack technology, it enables precise, dynamic lighting control and generalizes robustly to in-the-wild videos."
"Wednesday, 22 July 2026",2:00pm,2:35pm,Cheap and Cheerful: Low-Fidelity Prototyping for Spatial Stories,Spatial Storytelling,Concourse Hall,Ethan Shaftel,easyAction,Art; Games; Real-Time; Spatial Computing; Virtual Reality,Gaming & Interactive,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_451&sess=sess374,"This talk explores ""cheap and cheerful"" prototyping in immersive storytelling through the evolution of THE FOOTAGE, a VR narrative horror game. It traces how low-fidelity, no-code, and provisional methods surfaced crucial spatial insights, guided design decisions, enabled play-testing, and helped secure funding before full-scale production."
"Wednesday, 22 July 2026",2:00pm,3:30pm,Differentiable Geometry Processing & Flow Maps,Technical Paper,Room 403 B,,,Artificial Intelligence/Machine Learning; Geometry; Modeling,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Wednesday, 22 July 2026",2:00pm,3:30pm,Film/VFX Production,Technical Paper,Room 408 B,,,Artificial Intelligence/Machine Learning; Generative AI; Lighting,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Wednesday, 22 July 2026",2:00pm,5:15pm,Generative AI Meets Computer Graphics,Technical Workshop,Room 406 AB,Lingjie Liu; Minghao Guo; Yin Yang; Chenfanfu Jiang; Wojciech Matusik; Rana Hanocka; Jiajun Wu; Xin Tong; Yuanming Hu; Yifei Li,"Anuttacon; Computer Science and Artificial Intelligence Laboratory (CSAIL), Massachusetts Institute of Technology (MIT); Massachusetts Institute of Technology (MIT); Meshy AI; Stanford University; University of California Los Angeles; University of Chicago; University of Pennsylvania; University of Utah",Generative AI,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=twork_114&sess=sess225,"Generative AI is rapidly becoming a unifying interface for computer graphics, connecting large language models (LLMs), visual language models (VLMs), and video foundation models with geometry- and physics-aware representations. Led by experts from the University of Pennsylvania, MIT CSAIL, University of Utah, and UCLA, this workshop explores how modern generative models are reshaping the classical graphics pipeline, spanning 3D content creation, physics simulation, and animation. The program features a distinguished lineup of confirmed speakers from Stanford, the University of Chicago, Anuttacon, and Meshy AI, representing both academic pioneers and industry leaders.

The primary objective is to address the fundamental challenges of deploying generative methods in real-world production, specifically focusing on the controllability and editability of generated content, physical plausibility and consistency over time, and practical integration into professional workflows for film, games, and CAD. Attendees can expect a highly interactive session structure that moves beyond theory into practical application. The workshop includes five 30-minute invited talks and two 15-minute lightning talks highlighting emerging directions like garment synthesis and character animation. Most importantly, the session concludes with an 85-minute moderated panel and open audience discussion designed to synthesize themes, identify actionable open problems, and foster direct engagement between researchers and practitioners."
"Wednesday, 22 July 2026",2:00pm,2:10pm,Implicit Surface Compression -- with Good Old Discrete Cosine Transform and Motion Compensation,Technical Paper,Room 403 A,Tao Jin; Shengxi Wu; Tianshu Huang; Mallesham Dasari; Srinivasan Seshan; Anthony Rowe,Carnegie Mellon University; Northeastern University,Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_236&sess=sess111,"We present a real-time 4D compression framework for volumetric capture using the Truncated Signed Distance Field (TSDF) as coding domain. Combining DCT-based spatial coding with motion-compensated temporal prediction, our training-free GPU-accelerated system enables real-time encoding and decoding while substantially reducing bitrate for dynamic 3D content."
"Wednesday, 22 July 2026",2:00pm,2:10pm,Iskra: A System for Inverse Geometry Processing,Technical Paper,Room 403 B,Ana Dodik; Ahmed Mahmoud; Justin Solomon,MIT CSAIL; Massachusetts Institute of Technology (MIT),Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1138&sess=sess184,"Iskra is a system for differentiating through solutions to geometry processing problems.
It differentiates a broad class of algorithms, exploiting existing fast problem-specific schemes common to geometry processing, including local-global and ADMM solvers. It is compatible with machine learning frameworks, opening doors to new classes of inverse geometry processing applications."
"Wednesday, 22 July 2026",2:00pm,3:30pm,Memory and Heritage,Art Paper,411 Theatre,,,Animation; Art; Artificial Intelligence/Machine Learning; Capture/Scanning; Computer Vision; Generative AI; Image Processing; Modeling; Pipeline Tools and Work; Real-Time; Rendering; Virtual Reality,Arts & Design,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/null,
"Wednesday, 22 July 2026",2:00pm,5:15pm,Moving Mobile Graphics,Course,Petree D,Jesse Barker; Ralph Potter; Liam O'Neil; Rodrigo Holztrattner Reis; Sebastian Aaltonen; Jasper de Winther,Arm; HypeHype; Qualcomm Inc; Samsung; Traverse Research; Unity,Artificial Intelligence/Machine Learning; Games; Hardware; Lighting; Performance; Real-Time; Rendering,Gaming & Interactive,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_364&sess=sess199,"A technical introduction to mobile graphics spanning the spectrum of hardware, software and developer experience, exploring the state of the art. We look at how neural graphics, GPU-driven rendering, global illumination and ray tracing techniques are being brought to mobile."
"Wednesday, 22 July 2026",2:00pm,2:50pm,NVIDIA RTX Rendering Day | GPU Rendering at Film Scale: Karma XPU in Production at Rodeo FX,Industry Session,Room 502A,Julien Héry; Mark Elendt; Scott Coates,Rodeo FX; SideFX,Industry Insight; Lighting; Performance; Pipeline Tools and Work; Rendering,Production & Animation,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_126&sess=sess539,"Deploying GPU rendering across large-scale film pipelines requires balancing performance, scalability, and visual fidelity. In this session, SideFX and Rodeo FX will discuss Karma XPU’s capabilities in high-end production rendering. Mark Elendt will provide an overview of Karma XPU’s architecture and its integration of NVIDIA RTX technology, while Julien Héry and Scott Coates will examine practical applications from recent major productions. The session will cover GPU rendering at scale within an OpenUSD-based pipeline, from look development through final frame delivery."
"Wednesday, 22 July 2026",2:00pm,3:30pm,New Generations,Talks,Room 515 A,,,Art; Artificial Intelligence/Machine Learning; Games; Generative AI; Industry Insight; Lighting; Modeling; Physical AI; Pipeline Tools and Work; Rendering; Scientific Visualization; Simulation,Arts & Design; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Wednesday, 22 July 2026",2:00pm,3:30pm,OpenXR: From XR Portability to Spatial Computing Platform,Birds of a Feather,JW Marriott - Plaza 1,Ron Bessems; Leonard Daly,Khronos Group; Meta,Artificial Intelligence/Machine Learning; Digital Twins; Generative AI; Graphics Systems Architecture; Hardware; Industry Insight; Performance; Real-Time; Rendering; Scientific Visualization; Simulation,Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_123&sess=sess301,"Join the Khronos Group, industry leaders, and the OpenXR community for an interactive session exploring how OpenXR is evolving beyond device interoperability to help power the next generation of intelligent, context aware spatial experiences. We will cover the Spatial Entity Framework, new spatial extensions, OpenXR 1.1, and the expanded Extension Matrix, now including middleware support visibility across Unity, Unreal, Godot, and more. Plus best practices for shipping across headsets, AR glasses, Android XR, mobile, and edge deployments. Bring your questions, share your perspective, and help shape what comes next for OpenXR."
"Wednesday, 22 July 2026",2:00pm,2:10pm,Relit-LiVE: Relight Video by Jointly Learning Environment Video,Technical Paper,Room 408 A,Weiqing Xiao; Hong Li; Xiuyu Yang; Houyuan Chen; Wenyi Li; Tianqi Liu; Shaocong Xu; Chongjie Ye; Hao Zhao; Beibei Wang,Beihang University; Beijing Academy of Artificial Intelligence; HKUST; Huazhong University of Science and Technology; Nanjing University; The Chinese University of Hong Kong; Tsinghua University; University of Chinese Academy of Sciences China,Lighting; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1212&sess=sess139,"Relit-LiVE produces physically consistent and temporally stable relighting results without requiring prior knowledge of the camera pose. It utilizes raw reference images to ensure realistic lighting effects and introduces a joint prediction framework generating relighting videos with frame-level warped environment maps, consistently outperforming state-of-the-art methods across benchmarks."
"Wednesday, 22 July 2026",2:00pm,3:30pm,"Shading, Relighting and Volumes",Technical Paper,Room 408 A,,,Artificial Intelligence/Machine Learning; Lighting; Modeling; Real-Time; Rendering,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Wednesday, 22 July 2026",2:00pm,3:30pm,The Universal Scribe: A Single Model for Every Writing System,Birds of a Feather,Room 512,Ilya Makarov; Maksim Golyadkin; Innokentiy Humonen,"HSE University; Trusted AI Center, RAS",Art; Artificial Intelligence/Machine Learning; Computer Vision; Ethics and Society; Generative AI; Image Processing,Arts & Design; New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_180&sess=sess479,"Can one generative model synthesize images of text in every writing system, from Latin and Han to endangered minority scripts and ancient undeciphered writing? This informal meetup gathers people building generative models for text and document images: synthetic handwriting and calligraphy, font and glyph generation, training data for OCR and handwriting recognition, and digitizing the world's manuscripts. A central question: can one model generalize to scripts it never saw? Computer vision and generative AI researchers, type designers, document analysis and digital heritage folks, and underserved language communities are all welcome. Come argue, share data, and find collaborators."
"Wednesday, 22 July 2026",2:00pm,2:20pm,Toward Embodied Collective Memory by Remediating Vernacular Photographs into Spatial Experience,Art Paper,411 Theatre,Minzhi Shen; Mengtai Zhang; Yuan Zhang; Gen Mai; Zhigang Wang; Wenbo Wang,Tsinghua University,Art; Virtual Reality,Arts & Design,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=artps_123&sess=sess230,"December 2022 Beijing remediates vernacular photographs of China's COVID-19 reopening into immersive VR experiences that evoke presence, empathy, and reflection. Through an embodied artistic and technical practice, the work opens new perspectives on representing collective memory, distinct from traditional documentary media."
"Wednesday, 22 July 2026",2:00pm,2:40pm,When Diffusion Hits the Wall: Scaling Generative Workflows for Architectural Projection Mapping,Talks,Room 515 A,Guillaume Borgomano; Conner Tozier; Nelly Roxanne Karimpour-Harvey; Julien Bigeault,Moment Factory,Art; Artificial Intelligence/Machine Learning; Generative AI; Industry Insight; Pipeline Tools and Work,Arts & Design; Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_511&sess=sess173,"""When Diffusion Hits the Wall"" explores what happens when generative AI meets architectural-scale projection mapping. Through real-world production, workshops, and experimentation, this talk shares techniques and lessons learned in turning diffusion outputs into ultra-high-resolution spatial material, using an artist-centered modular workflow that balances creative intent with real-world projection constraints."
"Wednesday, 22 July 2026",2:00pm,3:00pm,Women at the Forefront: Discussing Storytelling in the Age of AI Production,Birds of a Feather,Room 513,Eric Pinkel; Jess Loren,CenterGrid; Global Objects,Artificial Intelligence/Machine Learning; Ethics and Society; Industry Insight; Pipeline Tools and Work,New Technologies; Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_134&sess=sess425,"Women at the Forefront is an interactive Birds of a Feather session built around open dialogue, networking, and shared exploration within the SIGGRAPH community. Through audience discussion, live Q&A, and candid industry conversation, attendees will engage directly with creative women shaping storytelling through AI, cloud production, and emerging digital workflows. Each panelist shares personal experiences, practical insight, and honest perspectives on navigating today’s rapidly evolving production landscape. Featuring Jieyi Lee, Jess Loren, Kim Landers, Liz Sloan Watts, and Jennette Vasiljevic, the session creates space for connection, collaboration, mentorship, and meaningful exchange across studios, brands, and the wider creative technology community."
"Wednesday, 22 July 2026",2:00pm,2:30pm,"World Wide Technology | Augmented, Not Automated",Stage Session,West Hall A,Kyle Lindsey; Rick Champagne,NVIDIA; World Wide Technology,Artificial Intelligence/Machine Learning; Generative AI; Industry Insight; Pipeline Tools and Work,Gaming & Interactive; New Technologies; Production & Animation,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=stage_101&sess=sess583,"Generative AI does not require creative studios to throw away decades of tools, talent, and pipeline investment. The bigger opportunity is augmentation, not automation: keep the tools artists already know, keep the artists in creative control, and add agents as helpers inside the existing pipeline to take on the repetitive and technical work. This session shows how WWT, NVIDIA, and Cisco make that hybrid pipeline real and safe inside a real production stack, so AI accelerates the creative work without replacing the creator at the center of it."
"Wednesday, 22 July 2026",2:10pm,2:20pm,4D Human-Scene Reconstruction from Low-Overlap Captures,Technical Paper,Room 403 A,Minhyuk Hwang; Sangmin Kim; Seunguk Do; Daneul Kim; Jaesik Park,Seoul National University,Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_955&sess=sess111,"We reconstruct dynamic 4D scenes with multiple people from just 4 sparse cameras with minimal overlap. Our method separately handles backgrounds using video generation and humans using body model priors, then harmonizes the result with a temporally consistent enhancement step, achieving high-quality novel-viewpoint video from practical, everyday camera setups."
"Wednesday, 22 July 2026",2:10pm,2:20pm,GR3EN: Generative Relighting for 3D Environments,Technical Paper,Room 408 A,Xiaoyan Xing; Philipp Henzler; Junhwa Hur; Runze Li; Jonathan T. Barron; Pratul P. Srinivasan; Dor Verbin,DeepMind; Google Research; University of Amsterdam,Artificial Intelligence/Machine Learning; Lighting,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1071&sess=sess139,"GR3EN enables relighting 3D environments to user-specified lighting conditions. It provides full control over every light source in a 3D scene — enabling adding new light sources, changing the color of existing ones or turning them off entirely. Shadows, reflections, and interreflections all update realistically."
"Wednesday, 22 July 2026",2:10pm,2:20pm,Pixel Cube: Diffusion-based Portrait Video Relighting Through Realistic Lighting Reproduction,Technical Paper,Room 408 B,Yufan Zhang; Yu Ji; Ayo Ajiboye; Rundi Wu; Yu Guo; Changxi Zheng; Jinwei Ye,Columbia University; George Mason University; LightThought LLC,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1717&sess=sess145,"Pixel Cube is a novel lighting system for realistic lighting emulation and high-speed video relighting data acquisition. With a high-quality lighting-aware dataset, we train a diffusion model for dynamic portrait relighting. Our model produces photorealistic, temporally consistent portrait videos under new lighting conditions that faithfully preserve the subject's facial features."
"Wednesday, 22 July 2026",2:10pm,2:20pm,SharpNet: Enhancing MLPs to Represent Functions with Controlled Non-differentiability,Technical Paper,Room 403 B,Hanting Niu; Junkai Deng; Fei Hou; Wencheng Wang; Ying He,"Institute of Software, Chinese Academy of Sciences; Nanyang Technological University",,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_678&sess=sess184,"We propose SharpNet, an enhanced MLP architecture that augments the input with a feature function to produce controllable derivative jumps. We show that SharpNet can preserve the sharpness in the intended regions while maintaining smoothness elsewhere, and that it outperforms baseline methods in sharpness-critical tasks such as CAD reconstruction."
"Wednesday, 22 July 2026",2:15pm,3:15pm,Building and Transitioning the Rainbow Affinity Group,ACM SIGGRAPH 365,Room 404 AB,AJ Christensen; Jeffrey D. Weekley; Victor Zordan; AJ Christensen,Clemson University; NASA; University of California Santa Cruz,"Diversity, Equity and Inclusion; Education; Ethics and Society",Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_125&sess=sess269,"The ACM SIGGRAPH Rainbow Affinity Group was formally established in June 2025 to support LGBTQ+ individuals in computer graphics and interactive techniques. Participants throughout the years of the Rainbow Meetup Birds of a Feather articulated strong interest in mentorship, networking, and inclusive programming. This session continues that discussion and provides a framework for action.

This session presents the Rainbow Affinity Group as an active organizational design and transition effort. We reflect on early community input, examine the gap between ideation and execution, and introduce a structured model for forming a working committee to support future programming and leadership development.

Through a facilitated discussion, attendees will be invited to help define priorities and identify pathways for participation. The session will initiate the formation of a new contributor cohort aligned with defined roles in programming, mentorship, communications, and industry engagement. This cohort will form the foundation for the group’s next phase and future leadership, in alignment with ACM SIGGRAPH governance practices."
"Wednesday, 22 July 2026",2:20pm,2:40pm,A Walled City: An Interactive AI Artwork for Decentralized Urban Memories and Collective Presence,Art Paper,411 Theatre,Weidi Zhang; lijiaozi Cheng; Yi Wang; Jieliang Luo,Arizona State University; Midjourney; Minus AI; The University of Sheffield,Art; Artificial Intelligence/Machine Learning; Image Processing; Real-Time,,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=artpl_223&sess=sess230,"It proposes a new artistic model of collective virtual presence grounded in historical urbanism and decentralized networks. Drawing from the spatial logic and aesthetic influence of the Kowloon Walled City, the project provides a speculative approach to participatory spatial memory systems through interactive AI art experience."
"Wednesday, 22 July 2026",2:20pm,2:30pm,ATGS: Anchored Temporal Gaussian Splatting for Long Volumetric Video Representation,Technical Paper,Room 403 A,Jiahao Wu; Jie Liang; Die Hu; Jiayu Yang; Kaiqiang Xiong; Xiang Li; Xiaoyun Zheng; Chao Wang; Ronggang Wang,"Peking University; Peng Cheng Lab; Pengcheng Lab; Pengcheng Laboratory; Pengcheng lab; School of Computer Science, Peking University",Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_324&sess=sess111,"ATGS is a volumetric video reconstruction method that handles long sequences with complex motions and supports rendering from arbitrary viewpoints, enabling immersive experiences."
"Wednesday, 22 July 2026",2:20pm,2:30pm,EasyVFX: Frequency-Driven Decoupling for Resource-Efficient VFX Generation,Technical Paper,Room 408 B,Yue Ma; Xu Ye; Qinghe Wang; Yucheng Wang; Hongyu Liu; Yinhan Zhang; Xinyu Wang; Yuanpeng Chen; Shanhui Mo; Paul Liang; Fangneng Zhan; Qifeng Chen,Dalian University of Technology; Hong Kong University of Science and Technology; Independent; Massachusetts Institute of Technology (MIT); Tsinghua University,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_631&sess=sess145,"EasyVFX is a resource-efficient framework for high-fidelity VFX synthesis. It leverages frequency-domain decomposition to disentangle spatial detail and motion dynamics, reducing learning complexity. A frequency-aware MoE enables efficient training, while a test-time adaptation strategy refines unseen effects. The approach achieves realistic, consistent results with minimal data and computation."
"Wednesday, 22 July 2026",2:20pm,2:30pm,Schrödinger Bridges on Discretized Geometric Domains,Technical Paper,Room 403 B,Leticia Mattos Da Silva; Mohammad Sina Nabizadeh; Justin Solomon,MIT CSAIL; Massachusetts Institute of Technology (MIT),Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_446&sess=sess184,"We introduce a spatially discrete formulation of the Schrödinger bridge problem on meshes and grids that enables structure-preserving interpolation between probability distributions. We demonstrate our approach across mesh- and grid-based applications, including displacement interpolation, shape interpolation, and color histogram manipulation, highlighting its ability to achieve geometric fidelity with computational efficiency."
"Wednesday, 22 July 2026",2:20pm,2:30pm,Taming optimization variance in compact neural shading networks,Technical Paper,Room 408 A,Benedikt Bitterli; Petrik Clarberg; Chris Cummings; Aaron Lefohn; Steve Marschner; Jan Novák; Fabrice Rousselle; Andrea Weidlich; Tizian Zeltner,Cornell University; NVIDIA,Artificial Intelligence/Machine Learning; Modeling; Real-Time; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1751&sess=sess139,"We present a training strategy for small networks that improves stability, reducing run-to-run variance by 88% and average loss by 38%. Multiple instances train in parallel on different batch slices, while weaker ones are periodically removed until only the best-performing instance remains, improving reliability for neural shading models."
"Wednesday, 22 July 2026",2:30pm,3:15pm,Autodesk Vision Series | Animating a Multiverse of Horror for Marvel Zombies,Industry Session,Petree C,Bert Van Brande; Jordan Vanderzalm; Nate Barnard,Stellar Creative Lab,Animation; Artificial Intelligence/Machine Learning; Pipeline Tools and Work; Rendering,New Technologies; Production & Animation,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_145&sess=sess547,"Inside the making of Marvel Zombies, Stellar Creative Lab reveals the animation pipeline behind Marvel’s darkest animated universe yet. From eerie environments to stylized characters, discover the end-to-end production pipeline behind the #1 Disney+ series – spanning asset creation, layout, animation, lighting, lookdev, and final rendering for a fast-paced episodic workflow.

Learn how the team used Maya for layout and animated performances, Arnold to achieve the show’s stylized horror look through toon shading, and Flow Production Tracking (formerly ShotGrid) to connect artists, assets, and production data across the studio. And discover how OpenUSD helped unify the pipeline, streamline collaboration, and support scalable production across the studio.

Alongside exclusive production insights from Marvel Zombies, the team will discuss how Autodesk’s connected creative ecosystem enabled an artist-friendly workflow built for modern animated storytelling — and how emerging AI-powered workflows may help shape the future of animation production."
"Wednesday, 22 July 2026",2:30pm,2:40pm,Explicit flows for implicit surfaces,Technical Paper,Room 403 B,Camille Buonomo; Julie Digne; Raphaëlle Chaine,CNRS; CNRS - LIRIS,Artificial Intelligence/Machine Learning; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_681&sess=sess184,"Our paper presents a method for shape-morphing and deformation using an exact mathematical flow. We introduce a neural architecture guaranteed to encode a flow, leveraging implicit supervision of explicit flows, ensuring topological consistency and efficient forward/inverse computation without ODE solvers. Applications include shape-morphing, editing, and transitions via a reference shape."
"Wednesday, 22 July 2026",2:30pm,2:40pm,"LongE2V: Long-Horizon Event-based Video Reconstruction, Prediction, and Frame Interpolation with Video Diffusion Models",Technical Paper,Room 408 B,Cheng-De Fan; Chun-Wei Tuan Mu; Chen-Wei Chang; Chin-Yang Lin; Kun-Ru Wu; Yu-Chee Tseng; Yu-Lun Liu,National Yang Ming Chiao Tung University,Artificial Intelligence/Machine Learning; Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_875&sess=sess145,"This work introduces long-horizon event-based video generation, a challenging task prone to severe temporal inconsistency, and presents LongE2V, a novel approach leveraging video diffusion priors to jointly handle video reconstruction, prediction, and frame interpolation, recovering high-quality videos from sparse event streams."
"Wednesday, 22 July 2026",2:30pm,2:40pm,Multi-feature Radiance Baking Neural Networks for Instant Volumetric Rendering,Technical Paper,Room 408 A,Jiaming Liang; Hongliang Yuan; Meng Gai; Guoping Wang; Sheng Li,Peking University; XiaoMi company,Real-Time; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1066&sess=sess139,We propose MRBNN that delivers real-time photorealistic volume rendering. We leverage reformulation of in-scattering integral and design an efficient neural representation and sampling strategy. Our method achieves rendering in a few milliseconds with the ability to handle complex cases such as spatially varying albedo and heterogeneous phase.
